IDResposta;NRPeso;NOAtributoQuestionario
36624;12,59039418;N3
36624;12,59039418;N3
36624;12,59039418;N3
36624;12,59039418;N3
36624;12,59039418;N3
36624;12,59039418;N3
36624;12,59039418;N3
36624;12,59039418;N3
38233;12,59039418;N3
38233;12,59039418;N3
41305;12,59039418;N3
41305;12,59039418;N3
35401;12,59039418;N3
35401;12,59039418;N3
36797;2,42002029;N2
36797;2,42002029;N2
38233;0;N1
36798;3,540049473;N3
36798;3,540049473;N3
38241;3,540049473;N3
38241;3,540049473;N3
41329;3,540049473;N3
41329;3,540049473;N3
35405;3,540049473;N3
35405;3,540049473;N3
38241;3,540049473;N3
49755;0;N1
49755;0;N1
49755;0;N1
49755;0;N1
49755;0;N1
49755;0;N1
49755;0;N1
49755;0;N1
36799;1,746619828;N3
36799;1,746619828;N3
38243;1,746619828;N3
38243;1,746619828;N3
41350;1,746619828;N3
41350;1,746619828;N3
38243;1,746619828;N3
51692;0,460290292;N2
51692;0,460290292;N2
51692;0,460290292;N2
51692;0,460290292;N2
51692;0,460290292;N2
51692;0,460290292;N2
51308;0,460290292;N2
51308;0,460290292;N2
51692;0,460290292;N2
51692;0,460290292;N2
36631;5,379711836;N3
36631;5,379711836;N3
36631;5,379711836;N3
36631;5,379711836;N3
36631;5,379711836;N3
36631;5,379711836;N3
41425;5,379711836;N3
41425;5,379711836;N3
35408;5,379711836;N3
35408;5,379711836;N3
36631;5,379711836;N3
36631;5,379711836;N3
36800;1,417726452;N2
36800;1,417726452;N2
38244;0;N1
38244;0;N1
38244;0;N1
38248;1,727190873;N3
38248;1,727190873;N3
41473;1,727190873;N3
41473;1,727190873;N3
35410;1,727190873;N3
35410;1,727190873;N3
38248;1,727190873;N3
36633;0,45517014;N2
36633;0,45517014;N2
40218;0,45517014;N2
40218;0,45517014;N2
36633;0,45517014;N2
36633;0,45517014;N2
36633;0,45517014;N2
36633;0,45517014;N2
36633;0,45517014;N2
36633;0,45517014;N2
51767;11,56238481;N5
51767;11,56238481;N5
51767;11,56238481;N5
51767;11,56238481;N5
51767;11,56238481;N5
51767;11,56238481;N5
41511;11,56238481;N5
41511;11,56238481;N5
51767;11,56238481;N5
51767;11,56238481;N5
38249;6,661841377;N4
38249;6,661841377;N4
38249;6,661841377;N4
36802;3,659140104;N3
36802;3,659140104;N3
51310;1,058967051;N2
51310;1,058967051;N2
36651;3,870120688;N5
36651;3,870120688;N5
36806;3,870120688;N5
36806;3,870120688;N5
36651;3,870120688;N5
36651;3,870120688;N5
38260;3,870120688;N5
36651;3,870120688;N5
36651;3,870120688;N5
38260;3,870120688;N5
38260;3,870120688;N5
36651;3,870120688;N5
36651;3,870120688;N5
41533;0,168073614;N2
41533;0,168073614;N2
35416;0;N1
35416;0;N1
36653;6,362473903;N5
36653;6,362473903;N5
36807;6,362473903;N5
36807;6,362473903;N5
36653;6,362473903;N5
36653;6,362473903;N5
36653;6,362473903;N5
36653;6,362473903;N5
36653;6,362473903;N5
36653;6,362473903;N5
41577;6,362473903;N5
41577;6,362473903;N5
35417;6,362473903;N5
35417;6,362473903;N5
42647;2,013527814;N3
42647;2,013527814;N3
42647;2,013527814;N3
36812;3,181236951;N5
36812;3,181236951;N5
38278;3,181236951;N5
38278;3,181236951;N5
41610;3,181236951;N5
41610;3,181236951;N5
38278;3,181236951;N5
51764;1,832917369;N4
51764;1,832917369;N4
51764;1,832917369;N4
51764;1,832917369;N4
51764;1,832917369;N4
51764;1,832917369;N4
51764;1,832917369;N4
51764;1,832917369;N4
35418;0,29136075;N2
35418;0,29136075;N2
36663;1,503026407;N3
36663;1,503026407;N3
36663;1,503026407;N3
36663;1,503026407;N3
36663;1,503026407;N3
36663;1,503026407;N3
41620;1,503026407;N3
41620;1,503026407;N3
43659;1,503026407;N3
43659;1,503026407;N3
36663;1,503026407;N3
36663;1,503026407;N3
38445;0,55;"N2 "
38445;0,55;"N2 "
38445;0,55;"N2 "
36817;0;N1
36817;0;N1
36733;0,449711874;N3
36733;0,449711874;N3
36733;0,449711874;N3
36733;0,449711874;N3
36733;0,449711874;N3
36733;0,449711874;N3
41626;0,449711874;N3
41626;0,449711874;N3
36733;0,449711874;N3
36733;0,449711874;N3
36819;0;N1
36819;0;N1
38446;0;N1
38446;0;N1
35424;0;N1
35424;0;N1
38446;0;N1
41635;0,074078302;N2
41635;0,074078302;N2
51765;0;N1
51765;0;N1
36820;0;N1
36820;0;N1
51765;0;N1
51765;0;N1
51765;0;N1
51765;0;N1
38449;0;N1
51765;0;N1
51765;0;N1
38449;0;N1
38449;0;N1
35425;0;N1
35425;0;N1
36821;5,970455341;N5
36821;5,970455341;N5
38453;5,970455341;N5
38453;5,970455341;N5
41640;5,970455341;N5
41640;5,970455341;N5
38453;5,970455341;N5
51766;1,406354312;N3
51766;1,406354312;N3
51766;1,406354312;N3
51766;1,406354312;N3
51766;1,406354312;N3
51766;1,406354312;N3
51766;1,406354312;N3
51766;1,406354312;N3
47234;0,490177546;N2
47234;0,490177546;N2
36926;0,300511017;N5
36926;0,300511017;N5
36827;0,300511017;N5
36827;0,300511017;N5
36926;0,300511017;N5
36926;0,300511017;N5
36926;0,300511017;N5
36926;0,300511017;N5
41647;0,300511017;N5
41647;0,300511017;N5
36926;0,300511017;N5
36926;0,300511017;N5
35501;0,089028353;N3
35501;0,089028353;N3
38457;0;N1
38457;0;N1
38457;0;N1
36927;1,472197306;N3
36927;1,472197306;N3
36927;1,472197306;N3
36927;1,472197306;N3
36927;1,472197306;N3
36927;1,472197306;N3
42330;1,472197306;N3
42330;1,472197306;N3
36927;1,472197306;N3
36927;1,472197306;N3
36829;0;N1
36829;0;N1
38458;0;N1
38458;0;N1
35502;0;N1
35502;0;N1
38458;0;N1
36928;0,790989479;N3
36928;0,790989479;N3
36928;0,790989479;N3
36928;0,790989479;N3
36928;0,790989479;N3
36928;0,790989479;N3
42331;0,790989479;N3
42331;0,790989479;N3
36928;0,790989479;N3
36928;0,790989479;N3
48223;0;N1
48223;0;N1
38460;0;N1
38460;0;N1
35503;0;N1
35503;0;N1
38460;0;N1
42332;0,559314025;N5
42332;0,559314025;N5
36929;0;N1
36929;0;N1
36831;0;N1
36831;0;N1
36929;0;N1
36929;0;N1
36929;0;N1
36929;0;N1
38461;0;N1
36929;0;N1
36929;0;N1
38461;0;N1
38461;0;N1
35504;0;N1
35504;0;N1
36930;3,789571309;N5
36930;3,789571309;N5
36832;3,789571309;N5
36832;3,789571309;N5
36930;3,789571309;N5
36930;3,789571309;N5
35505;3,789571309;N5
35505;3,789571309;N5
36930;3,789571309;N5
36930;3,789571309;N5
42624;3,789571309;N5
36930;3,789571309;N5
36930;3,789571309;N5
42624;3,789571309;N5
42624;3,789571309;N5
43158;3,789571309;N5
43158;3,789571309;N5
42429;2,722464478;N5
42429;2,722464478;N5
36840;2,722464478;N5
36840;2,722464478;N5
42429;2,722464478;N5
42429;2,722464478;N5
35512;2,722464478;N5
35512;2,722464478;N5
42429;2,722464478;N5
42429;2,722464478;N5
38464;2,722464478;N5
42429;2,722464478;N5
42429;2,722464478;N5
38464;2,722464478;N5
38464;2,722464478;N5
43177;2,722464478;N5
43177;2,722464478;N5
42447;1,516842941;N5
42447;1,516842941;N5
36841;1,516842941;N5
36841;1,516842941;N5
42447;1,516842941;N5
42447;1,516842941;N5
38465;1,516842941;N5
43241;1,516842941;N5
42447;1,516842941;N5
42447;1,516842941;N5
42447;1,516842941;N5
42447;1,516842941;N5
38465;1,516842941;N5
38465;1,516842941;N5
43241;1,516842941;N5
51332;0,803985534;N4
51332;0,803985534;N4
36842;0,693282819;N5
36842;0,693282819;N5
51329;0,693282819;N5
51329;0,693282819;N5
42658;0,367466758;N4
42658;0,367466758;N4
42658;0,367466758;N4
51768;0,126856262;N3
51768;0,126856262;N3
51768;0,126856262;N3
51768;0,126856262;N3
51768;0,126856262;N3
51768;0,126856262;N3
43255;0,126856262;N3
43255;0,126856262;N3
51768;0,126856262;N3
51768;0,126856262;N3
42455;1,020759603;N5
42455;1,020759603;N5
36843;1,020759603;N5
36843;1,020759603;N5
42455;1,020759603;N5
42455;1,020759603;N5
36170;1,020759603;N5
36170;1,020759603;N5
42455;1,020759603;N5
42455;1,020759603;N5
42623;1,020759603;N5
42455;1,020759603;N5
42455;1,020759603;N5
42623;1,020759603;N5
42623;1,020759603;N5
43257;1,020759603;N5
43257;1,020759603;N5
36844;0,31872266;N5
36844;0,31872266;N5
42511;0,16893536;N4
42511;0,16893536;N4
47681;0,16893536;N4
47681;0,16893536;N4
42511;0,16893536;N4
37302;0,058319584;N3
37302;0,058319584;N3
42460;0;N1
42460;0;N1
42460;0;N1
42460;0;N1
42460;0;N1
42460;0;N1
42460;0;N1
42460;0;N1
40296;0,654266288;N5
40296;0,654266288;N5
42518;0,654266288;N5
42518;0,654266288;N5
43280;0,654266288;N5
43280;0,654266288;N5
37303;0,654266288;N5
37303;0,654266288;N5
42518;0,654266288;N5
42464;0,030274149;N2
42464;0,030274149;N2
42464;0,030274149;N2
42464;0,030274149;N2
42464;0,030274149;N2
42464;0,030274149;N2
42464;0,030274149;N2
42464;0,030274149;N2
36938;4,956450125;N5
36938;4,956450125;N5
40303;4,956450125;N5
40303;4,956450125;N5
36938;4,956450125;N5
36938;4,956450125;N5
35913;4,956450125;N5
35913;4,956450125;N5
36938;4,956450125;N5
36938;4,956450125;N5
42521;4,956450125;N5
36938;4,956450125;N5
36938;4,956450125;N5
42521;4,956450125;N5
42521;4,956450125;N5
42333;4,956450125;N5
42333;4,956450125;N5
37014;0,826075021;N5
37014;0,826075021;N5
37014;0,826075021;N5
37014;0,826075021;N5
37014;0,826075021;N5
37014;0,826075021;N5
37014;0,826075021;N5
37014;0,826075021;N5
42527;0,826075021;N5
42527;0,826075021;N5
42527;0,826075021;N5
43403;0,826075021;N5
43403;0,826075021;N5
35948;0,826075021;N5
35948;0,826075021;N5
48106;0,47595551;N4
48106;0,47595551;N4
36943;1,652150042;N5
36943;1,652150042;N5
36943;1,652150042;N5
36943;1,652150042;N5
36943;1,652150042;N5
36943;1,652150042;N5
42403;1,652150042;N5
42403;1,652150042;N5
36943;1,652150042;N5
36943;1,652150042;N5
36856;1,019351309;N4
36856;1,019351309;N4
42531;1,019351309;N4
42531;1,019351309;N4
35950;1,019351309;N4
35950;1,019351309;N4
42531;1,019351309;N4
42535;2,463109649;N5
42535;2,463109649;N5
42425;2,463109649;N5
42425;2,463109649;N5
35957;2,463109649;N5
35957;2,463109649;N5
42535;2,463109649;N5
37520;0,38227129;N3
37520;0,38227129;N3
36855;0,38227129;N3
36855;0,38227129;N3
37520;0,38227129;N3
37520;0,38227129;N3
37520;0,38227129;N3
37520;0,38227129;N3
37520;0,38227129;N3
37520;0,38227129;N3
42537;0,404970051;N5
42537;0,404970051;N5
42428;0,404970051;N5
42428;0,404970051;N5
42537;0,404970051;N5
36948;0,156624752;N3
36948;0,156624752;N3
36860;0,156624752;N3
36860;0,156624752;N3
36948;0,156624752;N3
36948;0,156624752;N3
36948;0,156624752;N3
36948;0,156624752;N3
35976;0,156624752;N3
35976;0,156624752;N3
36948;0,156624752;N3
36948;0,156624752;N3
36865;0,998742028;N3
36865;0,998742028;N3
42617;0,998742028;N3
42617;0,998742028;N3
42543;0,232161534;N2
42543;0,232161534;N2
42543;0,232161534;N2
51769;0;N1
51769;0;N1
51769;0;N1
51769;0;N1
51769;0;N1
51769;0;N1
35983;0;N1
35983;0;N1
51769;0;N1
51769;0;N1
36867;1,235339539;N3
36867;1,235339539;N3
42544;1,235339539;N3
42544;1,235339539;N3
42620;1,235339539;N3
42620;1,235339539;N3
35996;1,235339539;N3
35996;1,235339539;N3
42544;1,235339539;N3
51770;0;N1
51770;0;N1
51770;0;N1
51770;0;N1
51770;0;N1
51770;0;N1
51770;0;N1
51770;0;N1
37525;1,235339539;N5
37525;1,235339539;N5
36868;1,235339539;N5
36868;1,235339539;N5
37525;1,235339539;N5
37525;1,235339539;N5
37525;1,235339539;N5
37525;1,235339539;N5
42622;1,235339539;N5
42622;1,235339539;N5
37525;1,235339539;N5
37525;1,235339539;N5
36004;0,684828835;N4
36004;0,684828835;N4
42546;0,216403458;N3
42546;0,216403458;N3
42546;0,216403458;N3
42557;1,101805927;N5
42557;1,101805927;N5
42711;1,101805927;N5
42711;1,101805927;N5
42557;1,101805927;N5
40469;0,368436802;N4
40469;0,368436802;N4
51773;0;N1
51773;0;N1
51773;0;N1
51773;0;N1
51773;0;N1
51773;0;N1
36005;0;N1
36005;0;N1
51773;0;N1
51773;0;N1
37505;0,367268642;N3
37505;0,367268642;N3
36873;0,367268642;N3
36873;0,367268642;N3
37505;0,367268642;N3
37505;0,367268642;N3
42562;0,367268642;N3
41274;0,367268642;N3
41274;0,367268642;N3
37505;0,367268642;N3
37505;0,367268642;N3
37505;0,367268642;N3
37505;0,367268642;N3
42562;0,367268642;N3
42562;0,367268642;N3
42720;0,367268642;N3
42720;0,367268642;N3
37016;7,964752347;N5
37016;7,964752347;N5
37016;7,964752347;N5
37016;7,964752347;N5
37016;7,964752347;N5
37016;7,964752347;N5
37016;7,964752347;N5
37016;7,964752347;N5
42568;7,964752347;N5
42568;7,964752347;N5
42568;7,964752347;N5
43067;7,964752347;N5
43067;7,964752347;N5
36016;7,964752347;N5
36016;7,964752347;N5
36875;4,589011489;N4
36875;4,589011489;N4
43103;0,978458281;N3
43103;0,978458281;N3
36021;0,978458281;N3
36021;0,978458281;N3
37451;0,25785511;N2
37451;0,25785511;N2
36884;0,25785511;N2
36884;0,25785511;N2
37451;0,25785511;N2
37451;0,25785511;N2
42573;0,25785511;N2
37451;0,25785511;N2
37451;0,25785511;N2
42573;0,25785511;N2
42573;0,25785511;N2
37451;0,25785511;N2
37451;0,25785511;N2
37442;2,935374843;N5
37442;2,935374843;N5
36885;2,935374843;N5
36885;2,935374843;N5
37442;2,935374843;N5
37442;2,935374843;N5
36023;2,935374843;N5
36023;2,935374843;N5
37442;2,935374843;N5
37442;2,935374843;N5
42574;2,935374843;N5
37442;2,935374843;N5
37442;2,935374843;N5
42574;2,935374843;N5
42574;2,935374843;N5
43150;2,935374843;N5
43150;2,935374843;N5
43152;0,978458281;N3
36067;0,978458281;N3
36067;0,978458281;N3
43152;0,978458281;N3
42576;0,356035959;N2
42576;0,356035959;N2
42576;0,356035959;N2
51774;0;N1
51774;0;N1
40489;0;N1
40489;0;N1
51774;0;N1
51774;0;N1
51774;0;N1
51774;0;N1
51774;0;N1
51774;0;N1
38667;2,42002029;N2
38667;2,42002029;N2
38667;2,42002029;N2
38667;2,42002029;N2
38668;3,540049473;N3
38668;3,540049473;N3
38668;3,540049473;N3
38668;3,540049473;N3
38669;1,746619828;N3
38669;1,746619828;N3
38669;1,746619828;N3
38669;1,746619828;N3
38670;1,417726452;N2
38670;1,417726452;N2
38670;1,417726452;N2
38670;1,417726452;N2
47918;0;N1
47918;0;N1
47918;0;N1
47918;0;N1
38673;6,661841377;N4
38673;6,661841377;N4
38673;3,659140104;N3
38673;3,659140104;N3
42782;1,429044381;N4
42782;1,429044381;N4
42782;1,429044381;N4
42782;1,429044381;N4
38674;9,543710854;N5
38674;9,543710854;N5
38674;9,543710854;N5
38674;9,543710854;N5
38676;0;N1
38676;0;N1
38676;0;N1
38676;0;N1
38677;0;N1
38677;0;N1
38677;0;N1
38677;0;N1
38678;0;N1
38678;0;N1
38678;0;N1
38678;0;N1
47920;3,074312935;N4
47920;3,074312935;N4
47920;3,074312935;N4
47920;3,074312935;N4
38681;0,300511017;N5
38681;0,300511017;N5
38681;0,300511017;N5
38681;0,300511017;N5
38682;0;N1
38682;0;N1
38682;0;N1
38682;0;N1
48227;0;N1
48227;0;N1
48227;0;N1
48227;0;N1
38684;0;N1
38684;0;N1
38684;0;N1
38684;0;N1
38685;3,789571309;N5
38685;3,789571309;N5
38685;3,789571309;N5
38685;3,789571309;N5
47957;2,722464478;N5
47957;2,722464478;N5
47957;2,722464478;N5
47957;2,722464478;N5
38688;1,516842941;N5
38688;1,516842941;N5
38688;1,516842941;N5
38688;1,516842941;N5
38689;0,693282819;N5
38689;0,693282819;N5
38689;0,693282819;N5
38689;0,693282819;N5
38690;1,020759603;N5
38690;1,020759603;N5
38690;1,020759603;N5
38690;1,020759603;N5
38691;0,31872266;N5
38691;0,31872266;N5
38691;0,31872266;N5
38691;0,31872266;N5
39867;0,654266288;N5
39867;0,654266288;N5
39867;0,654266288;N5
39867;0,654266288;N5
38692;4,956450125;N5
38692;4,956450125;N5
38692;4,956450125;N5
38692;4,956450125;N5
47969;0,47595551;N4
47969;0,47595551;N4
47969;0,47595551;N4
47969;0,47595551;N4
38695;1,019351309;N4
38695;1,019351309;N4
38695;1,019351309;N4
38695;1,019351309;N4
39927;2,463109649;N5
39927;2,463109649;N5
39927;2,463109649;N5
39927;2,463109649;N5
38700;0,068742829;N2
38700;0,068742829;N2
38700;0,068742829;N2
38700;0,068742829;N2
38701;0;N1
38701;0;N1
38701;0;N1
38701;0;N1
38820;1,235339539;N3
38820;1,235339539;N3
38820;1,235339539;N3
38820;1,235339539;N3
38821;0,684828835;N4
38821;0,684828835;N4
38821;0,684828835;N4
38821;0,684828835;N4
38822;1,101805927;N5
38822;1,101805927;N5
38822;1,101805927;N5
38822;1,101805927;N5
38827;0,367268642;N3
38827;0,367268642;N3
38827;0,367268642;N3
38827;0,367268642;N3
38828;4,589011489;N4
38828;4,589011489;N4
38828;4,589011489;N4
38828;4,589011489;N4
38832;0,978458281;N3
38832;0,978458281;N3
38832;0,978458281;N3
38832;0,978458281;N3
38833;2,935374843;N5
38833;2,935374843;N5
38833;2,935374843;N5
38833;2,935374843;N5
38839;0;N1
38839;0;N1
38839;0;N1
38839;0;N1
39182;15,07224371;N3
39182;15,07224371;N3
38125;15,07224371;N3
38125;15,07224371;N3
40122;2,305298777;N2
40122;2,305298777;N2
39622;0;N1
39622;0;N1
40124;0,551023849;N2
40124;0,551023849;N2
39624;0;N1
39624;0;N1
39250;6,440173894;N3
39250;6,440173894;N3
39625;0;N1
39625;0;N1
40126;0;N1
40126;0;N1
41770;0;N1
41770;0;N1
51285;7,580995149;N4
51285;7,580995149;N4
40134;0;N1
40134;0;N1
40136;4,404092577;N5
40136;4,404092577;N5
39631;4,404092577;N5
39631;4,404092577;N5
40105;3,498542077;N3
40105;3,498542077;N3
39632;3,498542077;N3
39632;3,498542077;N3
40139;0;N1
40139;0;N1
39635;0;N1
39635;0;N1
40140;0;N1
40140;0;N1
39636;0;N1
39636;0;N1
40141;0;N1
40141;0;N1
39637;0;N1
39637;0;N1
40142;0;N1
40142;0;N1
47364;0;N1
47364;0;N1
42512;0;N1
42512;0;N1
41776;0;N1
41776;0;N1
40148;0;N1
40148;0;N1
39638;0;N1
39638;0;N1
40149;0;N1
40149;0;N1
39639;0;N1
39639;0;N1
40150;0;N1
40150;0;N1
39640;0;N1
39640;0;N1
40151;0;N1
40151;0;N1
39641;0;N1
39641;0;N1
40161;0,075657941;N2
40161;0,075657941;N2
39642;0;N1
39642;0;N1
40162;0;N1
40162;0;N1
39643;0;N1
39643;0;N1
40167;0,823647994;N4
40167;0,823647994;N4
47363;0;N1
47363;0;N1
39645;0,068742829;N2
39645;0,068742829;N2
40168;0;N1
40168;0;N1
40524;0;N1
40524;0;N1
39646;0;N1
39646;0;N1
42379;1,235339539;N3
42379;1,235339539;N3
40170;0,449508483;N2
40170;0,449508483;N2
42383;0,684828835;N4
42383;0,684828835;N4
40171;0;N1
40171;0;N1
40174;0,170998791;N3
40174;0,170998791;N3
39647;0;N1
39647;0;N1
41744;0;N1
41744;0;N1
39648;0;N1
39648;0;N1
40176;0,72946978;N2
40176;0,72946978;N2
39649;0,72946978;N2
39649;0,72946978;N2
41786;0;N1
41786;0;N1
39650;0;N1
39650;0;N1
40532;1,691260229;N4
40532;1,691260229;N4
39651;0;N1
39651;0;N1
41788;0;N1
41788;0;N1
39652;0;N1
39652;0;N1
54468;12,59039418;N3
54848;12,59039418;N3
54848;12,59039418;N3
54478;3,540049473;N3
54850;0;N1
54850;0;N1
55044;1,746619828;N3
54851;0;N1
54851;0;N1
54765;5,379711836;N3
54853;0;N1
54853;0;N1
54763;1,727190873;N3
55717;1,727190873;N3
55717;1,727190873;N3
54743;11,56238481;N5
55723;3,659140104;N3
55723;3,659140104;N3
54744;3,870120688;N5
55724;3,870120688;N5
55724;3,870120688;N5
54766;6,36;N5
55729;3,665834739;N4
55729;3,665834739;N4
54767;3,181236951;N5
55734;3,181236951;N5
55734;3,181236951;N5
54772;1,503026407;N3
55984;0,55;"N2 "
55984;0,55;"N2 "
54989;0,449711874;N3
55985;0;N1
55985;0;N1
54996;0,074078302;N2
55986;0;N1
55986;0;N1
57955;5,970455341;N5
55994;3,07;N4
55994;3,07;N4
54997;0,300511017;N5
56011;0;N1
56011;0;N1
55004;1,472197306;N3
56012;0;N1
56012;0;N1
55009;0,790989479;N3
56013;0;N1
56013;0;N1
55024;0,213933629;N4
56015;0;N1
56015;0;N1
55076;3,789571309;N5
56024;3,789571309;N5
56024;3,789571309;N5
55201;2,722464478;N5
56025;2,722464478;N5
56025;2,722464478;N5
55205;1,516842941;N5
56032;1,516842941;N5
56032;1,516842941;N5
55206;0,693282819;N5
56035;0,367466758;N4
56035;0,367466758;N4
55209;1,020759603;N5
56036;1,020759603;N5
56036;1,020759603;N5
56037;0,16893536;N4
56037;0,16893536;N4
55210;0,058319584;N3
55211;0,654266288;N5
56038;0,654266288;N5
56038;0,654266288;N5
55216;4,956450125;N5
56043;4,956450125;N5
56043;4,956450125;N5
55218;0,826075021;N5
56389;0,826075021;N5
56389;0,826075021;N5
55219;1,652150042;N5
56394;1,02;N4
56394;1,02;N4
55221;2,463109649;N5
56396;2,463109649;N5
56396;2,463109649;N5
55347;0,404970051;N5
56397;0,404970051;N5
56397;0,404970051;N5
57112;0,998742028;N3
56398;0,232161534;N2
56398;0,232161534;N2
57156;1,235339539;N3
56399;1,235339539;N3
56399;1,235339539;N3
57159;1,235339539;N5
56400;0,684828835;N4
56400;0,684828835;N4
57182;1,101805927;N5
56405;1,101805927;N5
56405;1,101805927;N5
57185;0,367268642;N3
56406;0,367268642;N3
56406;0,367268642;N3
57191;7,964752347;N5
56412;7,964752347;N5
56412;7,964752347;N5
57192;0,978458281;N3
56413;0,25785511;N2
56413;0,25785511;N2
57196;2,935374843;N5
56414;2,935374843;N5
56414;2,935374843;N5
57203;0,978458281;N3
56428;0,978458281;N3
56428;0,978458281;N3
54441;12,59039418;N3
54443;3,540049473;N3
54444;1,746619828;N3
54446;5,379711836;N3
54447;1,727190873;N3
54461;6,661841377;N4
54463;3,870120688;N5
54469;9,54;N5
58625;0,55;"N2 "
58646;0;N1
58647;0;N1
54479;5,970455341;N5
54480;0,300511017;N5
58659;0;N1
54483;0,790989479;N3
54484;0;N1
54508;3,789571309;N5
54509;2,722464478;N5
54510;1,516842941;N5
54511;0,693282819;N5
54512;1,020759603;N5
54513;0,014747905;N2
54514;0,119717053;N3
54519;2,552180338;N4
54520;0,826075021;N5
54525;1,01;N4
54526;2,463109649;N5
54527;0,068742829;N2
54528;0,998742028;N3
54529;1,235339539;N3
54530;1,235339539;N5
58702;1,101805927;N5
54535;0,367268642;N3
54540;7,964752347;N5
58704;0,25785511;N2
54541;2,935374843;N5
54542;0,356035959;N2
67490;12,59039418;N3
67490;12,59039418;N3
67499;3,540049473;N3
67499;3,540049473;N3
67589;0;N1
67589;0;N1
67591;5,379711836;N3
67591;5,379711836;N3
67629;0;N1
67629;0;N1
67649;6,661841377;N4
67649;6,661841377;N4
67652;3,870120688;N5
67652;3,870120688;N5
68826;6,36;N5
68826;6,36;N5
68831;3,181236951;N5
68831;3,181236951;N5
68835;0;N1
68835;0;N1
69562;0,449711874;N3
69562;0,449711874;N3
69542;0;N1
69542;0;N1
68845;5,970455341;N5
68845;5,970455341;N5
69343;0,028168428;N2
69343;0,028168428;N2
69051;0;N1
69051;0;N1
68848;0;N1
68848;0;N1
68849;0;N1
68849;0;N1
68857;3,789571309;N5
68857;3,789571309;N5
68858;2,722464478;N5
68858;2,722464478;N5
68859;1,516842941;N5
68859;1,516842941;N5
68860;0,693282819;N5
68860;0,693282819;N5
68861;1,020759603;N5
68861;1,020759603;N5
68862;0,31872266;N5
68862;0,31872266;N5
68863;0,654266288;N5
68863;0,654266288;N5
68868;0;N1
68868;0;N1
69081;0,826075021;N5
69081;0,826075021;N5
69056;0;N1
69056;0;N1
68875;0,38227129;N3
68875;0,38227129;N3
68876;0,156624752;N3
68876;0,156624752;N3
69519;0;N1
69519;0;N1
68879;2,470679079;N5
68879;2,470679079;N5
68884;0,170998791;N3
68884;0;N1
68885;0,367268642;N3
68885;0,367268642;N3
69522;7,964752347;N5
69522;7,964752347;N5
68891;0,978458281;N3
68891;0,978458281;N3
69045;0;N1
69045;0;N1
68893;0,356035959;N2
68893;0,356035959;N2
